player,pos,age,tm,g,mp,fg,fg%,3p,3p%,2p,2p%,efg%,ft,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,division
Neemias Queta,C,23,SAC,4,6.3,1.5,0.75,0.0,0.3302053872053872,1.5,0.75,0.75,0.0,0.0,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,pacifico
Immanuel Quickley,PG,23,NYK,62,27.8,4.5,0.442,1.8,0.358,2.7,0.521,0.529,2.1,0.822,0.7,3.4,4.0,3.1,0.8,0.2,1.1,2.0,12.9,atlantico
Julius Randle,PF,28,NYK,63,35.8,8.5,0.463,2.8,0.345,5.7,0.556,0.539,5.3,0.758,2.1,8.4,10.5,4.1,0.7,0.3,2.8,3.0,25.1,atlantico
Austin Reaves,SG,24,LAL,43,27.7,3.4,0.502,1.2,0.376,2.2,0.62,0.593,2.6,0.873,0.6,2.4,3.0,2.2,0.5,0.3,1.3,1.7,10.6,pacifico
Cam Reddish,SF,23,TOT,25,22.9,3.3,0.451,1.1,0.326,2.2,0.561,0.527,1.6,0.907,0.4,1.3,1.7,1.3,0.9,0.4,0.8,1.7,9.3,atlantico
Cam Reddish,SF,23,NYK,20,21.9,3.1,0.449,0.9,0.304,2.2,0.55,0.511,1.5,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,atlantico
Cam Reddish,SF,23,POR,5,27.0,4.4,0.458,2.2,0.367,2.2,0.611,0.573,2.0,1.0,0.6,1.8,2.4,2.6,1.6,0.2,1.2,2.2,13.0,noroeste
Davon Reed,SG,27,TOT,38,8.8,0.7,0.329,0.4,0.378,0.3,0.27,0.433,0.4,0.667,0.3,1.3,1.5,0.6,0.4,0.1,0.5,1.0,2.3,atlantico
Davon Reed,SG,27,DEN,35,9.0,0.7,0.313,0.5,0.364,0.3,0.25,0.413,0.4,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3,noroeste
Davon Reed,SG,27,LAL,3,6.0,0.7,1.0,0.3,1.0,0.3,1.0,1.25,0.3,0.25,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,pacifico
